grouping name	table name	column name	Entity Name	Entity-Attribute Name	Entity-Attribute Definition	Key Field	Data Type	source database	source table	source column	notes
application	if_notification	broadcast_date	Informal Filings Notification	Digital Broadcast Date	Digital Broadcast commenced on	FALSE	datetime				
application	if_notification	resolved_date	Informal Filings Notification	Digital Broadcdast Resolved Date	Digital Broadcdast Resolved Date	FALSE	datetime				
application	if_notification	test_date	Informal Filings Notification	Digital Broadcdast Test Date	Digital Broadcdast Test Date	FALSE	datetime				
application	if_notification	digital_erp	Informal Filings Notification	Digital Effective Radiated Power	Effective Radiated Power - Digital (watts)	FALSE	 float	FORM	n/a	n/a	
application	if_notification	env_excluded_ind	Informal Filings Notification	Digital Power Excluded Indicator	Digital operations will not cause exposure and are therefore excluded from env processing	FALSE	char(1)	FORM	n/a	n/a	
application	if_notification	digital_power_reduced	Informal Filings Notification	Digital Power Reduced	Primary digital power reduced by amount	FALSE	 float	FORM	n/a	n/a	
application	if_notification	ibiquity_cert	Informal Filings Notification	iBiquity Hybrid Certifies  Indicator	Licensee certifies its facilities confirm to iBiquity hybrid specifications	FALSE	char(1)		n/a	n/a	
application	if_notification	last_change_date	Informal Filings Notification	Last Change Date	Date the record was last updated	FALSE	datetime				
application	if_notification	tech_name	Informal Filings Notification	Licensee Tech Rep Name	Licensee Tech Rep Name	FALSE	varchar(60)	FORM	n/a	n/a	
application	if_notification	tech_phone	Informal Filings Notification	Licensee Tech Rep Tel Number	Licensee Tech Rep Tel Number	FALSE	varchar(20)	FORM	n/a	n/a	
application	if_notification	digital_power_reduced_na	Informal Filings Notification	Primary Digital Power Reduced  Indicator	Primary digital power reduced by indicator	FALSE	char(1)	FORM	n/a	n/a	
application	if_notification	ref_file_prefix	Informal Filings Notification	Refrence Prefix	Prefix of the refrence app	FALSE	varchar(10)	FORM	n/a	n/a	
application	if_notification	ref_app_arn	Informal Filings Notification	RefrenceApp Arn	App Arn of the refrence app	FALSE	varchar(20)	FORM	n/a	n/a	
application	if_notification	analog_power	Informal Filings Notification	Transmitter Analog Powers	Transmitter Power Output - Analog (watts)	FALSE	 float	FORM	n/a	n/a	
application	if_notification	combined_power	Informal Filings Notification	Transmitter Combined Power	Transmitter Power Output - Combined (watts)	FALSE	 float	FORM	n/a	n/a	
application	if_notification	digital_power	Informal Filings Notification	Transmitter Digital Powers	Transmitter Power Output - Digital (watts)	FALSE	 float	FORM	n/a	n/a	
application	int_translator	application_id	Intermediate Translator	Application ID Number	A unique number assigned by the system	TRUE	int	PK	n/a	n/a	
application	int_translator	prim_callsign	Intermediate Translator	Call Sign of Primary Station	Call Sign of Primary Station to be rebroadcast	FALSE	varchar(12)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	prim_sta_out_channel	Intermediate Translator	Channel of Primary Station	Channel of Primary Station to be rebroadcast	FALSE	int	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	prim_comm_city	Intermediate Translator	City of Primary Station	City of Primary Station to be rebroadcast	FALSE	varchar(20)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	delivery_method	Intermediate Translator	Delivery Method	Delivery Method	FALSE	char(1)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	primary_via	Intermediate Translator	Delivery Method Only  V or O	Delivery Method Only when delivery_method = V or O	FALSE	varchar(13)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	prim_facility_id	Intermediate Translator	Facility ID  of Primary Station	Facility ID of Primary Station to be rebroadcast	FALSE	int	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	last_change_date	Intermediate Translator	Last Change Date	Date the record was last updated	FALSE	datetime				
application	int_translator	scnd_comm_city	Intermediate Translator	Second Community of License City	Second Community of License City	FALSE	varchar(20)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	scnd_comm_state	Intermediate Translator	Second Community of License State	Second Community of License State	FALSE	varchar(2)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	prim_comm_state	Intermediate Translator	State of Primary Station	State of Primary Station to be rebroadcast	FALSE	varchar(2)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	third_comm_city	Intermediate Translator	Third Community of License City	Third Community of License City	FALSE	varchar(20)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	third_comm_state	Intermediate Translator	Third Community of License State	Third Community of License State	FALSE	varchar(2)	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
application	int_translator	trans_input_channel	Intermediate Translator	Translator Input Channel	Translator Input Channel	FALSE	int	FORM	n/a	n/a	" For dt_emission_mask, we picked (and Hossein didn't have a better suggestion):
S = Simple
T = Stringent"
tracking	intl_tracking	accepted_date	International Tracking	Accepted Date	Date application is last accpeted by the coordinating government.  FM only	FALSE	datetime	fmtrack	mastertbl	aprvd Can/Mex	
tracking	intl_tracking	application_id	International Tracking	Application ID Number	Uniquely identifies an application.	TRUE	int	FK	application	application_id	
tracking	intl_tracking	can_coord_status	International Tracking	Canadian Coordination Status	"Canadian coordination status.  For a US record, this refers to the status of our notification to Canada. For a Canadian record, this refers to the status of the Canadian notification to the US.  If this is neither a US nor Canadian record, should be blank"	FALSE	char(1)	mm	"ameng,fmfxeng"	"canstatus,coord_status"	"code_table lookup.  Convert coord_status only if border_code=""C"""
tracking	intl_tracking	change_list_date	International Tracking	Change List Date	Date of the change list in YYYYMMDD format.	FALSE	datetime	mm	ameng	cldate	
tracking	intl_tracking	change_list_num	International Tracking	Change List Number	"The latest Change List # associated with this record. (""ORIG""=original NARBA list; ""USCAN""=original list in U.S.-Can. Agreemnt [CL Date=840117], separate Class IV list [CL Date=841215]; ""USMEX""=U.S.-Mex. Class IV power incr. Agreement [CL  Date=841215]."	FALSE	varchar(5)	mm	ameng	clnum	"code_table lookup.  Not really a ""number"" though."
tracking	intl_tracking	last_change_date	International Tracking	Date last updated	The date this record was last updated.	FALSE	datetime				From record_change - not an actual field in this table.
tracking	intl_tracking	hours_operation	International Tracking	Hours of Operation	The operating hours during which the parameters are used.  Values:  U:  Unlimited (both day and night or portions thereof); N:  Nighttime; D:  Daytime; C:  Critical Hours; R:  Canadian Restricted; P:  Pre-sunrise.	FALSE	char(1)	mm	ameng	hours	"Needed here b/c we're not in full normalized form for these international records.  Theoretically, the day portion of an AM station can be internationally aware, while the night isnt."
tracking	intl_tracking	ifrb_list_flg	International Tracking	IFRB List	"Indicates the IFRB this record appears on.  Can be either list A, B, C or D."	FALSE	char(1)	mm	ameng	ifrblist	code_table lookup.  Codes C and D added 5/99.
tracking	intl_tracking	ifrb_date	International Tracking	IFRB Plan Date	"Date that this station was entered into the IFRB Plan, in YYYYMMDD format.  Initially, this will be blank as this is loaded; a blank does not necessarily mean that this station is not in the IFRB Plan"	FALSE	datetime	mm	ameng	ifrbdate	
tracking	intl_tracking	ifrb_serial_num	International Tracking	IFRB Serial Number	The number assigned to the record by the IFRB.	FALSE	char(9)	mm	ameng	ifrbserial	It’s an integer number but not sure if leading zeros important or not…
tracking	intl_tracking	intl_class	International Tracking	International Class	The class of the station as determined by the peritnent international FM broadcasting agreement between the US and Canada or Mexico.  This field will contain blanks for those records not close to a border.	FALSE	varchar(2)	mm	fmfxeng	int_class	code_table lookup: fm_station_class
tracking	intl_tracking	intl_status	International Tracking	International Status	Status of FM records with regard to international notifications.	FALSE	char(6)	mm	fmfxeng	int_status	code_table lookup.  Different from AM's notified status.
tracking	intl_tracking	itu_coord_status	International Tracking	ITU Coordination Application Status	Similar to Canadian Coordination status in AM records; FM only.	FALSE	char(1)	fmtrack	mastertbl	?	complicated scheme to populate based on state and several other fields.
tracking	intl_tracking	notified_date	International Tracking	Last Notified Date	The date an international country was last notified re this record	FALSE	datetime	mm	fmfxeng	"last_n_date,last_n_time"	combined date/time into one field
tracking	intl_tracking	mex_coord_status	International Tracking	Mexican Coordination Status	"Mexican coordination status.  For  a US record, this refers to the status of our notification to Mexico. For a Mexican record, this refers to the status of the Mexican notification to the US.  If this is neither a US nor Mexican record, should be blank."	FALSE	char(1)	mm	"ameng,fmfxeng"	"mexstatus,coord_status"	"code table lookup.  Convert coord_status only if border_code=""M"""
tracking	intl_tracking	neg_allot_ind	International Tracking	Negociated Short-spaced allotment flag	"Indicates if this is a negotiated special allotment. FM only.  Yes, No, NULL (not in border zone)."	FALSE	varchar(4)	mm	fmfxengcmnts	comment	"Parse international comments for phrase ""negociated"""
tracking	intl_tracking	notified_status	International Tracking	Notified Facility Status	Status of AM records with regard to international notifications. A:  Negotiated priority; not notified in operation. O:  Notified in operation. P:  Notified proposed operation. T:  Informally coordinated proposal.  U:  Not notified. Z:  Test record.	FALSE	char(1)	mm	ameng	nstatus	code_table lookup.  AM and FM are differnet.
tracking	intl_tracking	notified_pattern	International Tracking	Notified Pattern	Type of antenna pattern which has been notified to (or by) foreign countries.T:  Theoretical.  S:  Standard. A:  Augmented.	FALSE	char(1)	mm	ameng	npattern	code_table lookup: ant_pattern.
tracking	intl_tracking	proposed_date	International Tracking	Proposed Date (was Last Notify Date)	The date on which this record was last notified to a foreign country.  This is an 8-digit number in the format YYYYMMDD.  Note that this will be empty for most records since we have not had the opportunity to load it.	FALSE	datetime	mm	ameng	"last_n_date,last_n_time"	combined w/ last_n_time since Sybase stores both…
tracking	intl_tracking	referred_date	International Tracking	Referred Date	Date application was last referred to the International Bureau from MMB.  FM only field	FALSE	datetime	"fmtrack,tvdatabase"	"mastertbl,main"	date_to_int	Only evidence of TV International tracking that we can find.
tracking	intl_tracking	region_2_status	International Tracking	Region 2 Coordination Status	"Region 2 coordination status.  If a US record, refers to the status of our notification to the IFRB. If not a US record, refers to the status of the IFRB notification to the US.  A:  Accepted;  B:  Accepted with conditions; P: Pending; U: Unstudied."	FALSE	char(1)	mm	ameng	r2status	code_table lookup
tracking	intl_tracking	updating_agency	International Tracking	Updater	Indicates which agency last updated this record.  FCC:  Update by the Federal Communications Commission. IFRB:  Update by the International Frequency . Registration Board.	FALSE	varchar(4)	mm	ameng	updater	code_table lookup: agency
fmtv_eng	dtv_transition	last_update_date	Last Update Date	Date last updated	"The date this record was last updated (sometimes NULL, if never updated)."	FALSE	datetime	NEW	n/a	n/a	
application	lic_app_indicators	application_id	License Application Indicators	Application ID Number	A unique number assigned by the system	TRUE	int	FORM	n/a	n/a	
application	lic_app_indicators	nce_to_comm_ind	License Application Indicators	Change the license status.	Indicator Change the license status.	FALSE	varchar(1)	FORM	n/a	n/a	
application	lic_app_indicators	cp_stmt_incorrect_ind	License Application Indicators	Changed Circumstances	Indicator construction permit statement application to be incorrect	FALSE	varchar(1)	FORM	n/a	n/a	
application	lic_app_indicators	chng_transm_pwr_ind	License Application Indicators	Changing transmitter power output	Indicator Changing transmitter power output	FALSE	varchar(1)	FORM	n/a	n/a	
application	lic_app_indicators	cp_terms_met_ind	License Application Indicators	Construction Permit Conditions	Indicator construction permit have been fully met	FALSE	varchar(1)	FORM	n/a	n/a	
application	lic_app_indicators	displaced_cp_filed_date	License Application Indicators	Date of filing of the displaced Class A CP application	Date of filing of the displaced Class A CP application	FALSE	datetime	FORM	n/a	n/a	
application	lic_app_indicators	decr_c_erp_ind	License Application Indicators	Decreasing effective radiated power (non-reserved channel)	Indicator Decreasing effective radiated power (non-reserved channel)	FALSE	varchar(1)	FORM	n/a	n/a	
application	lic_app_indicators	decr_nc_erp_ind	License Application Indicators	Decreasing effective radiated power (reserved channel)	Indicator Decreasing effective radiated power (reserved channel)	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	del_cntr_prot_ind	License Application Indicators	Deleting contour protection status	Indicator Deleting contour protection status	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	da_inst_correct_ind	License Application Indicators	Directional Antenna Instructions	Indicator Installation of Directional Antenna instructions	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	incr_erp_221_ind	License Application Indicators	Increasing effective radiated power	Indicator Increasing effective radiated power	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	rad_astr_not_ind	License Application Indicators	Increasing effective radiated power Interference	Indicator Increasing effective radiated power Interference	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	no_intl_coord_ind	License Application Indicators	Increasing effective radiated power International Coordination.	Indicator increasing effective radiated power International Coordination.	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	incr_erp_dckt_ind	License Application Indicators	Increasing effective radiated power Spacing Requirements	Indicator Increasing effective radiated power  spacing requirements	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	incr_erp_ownr_ind	License Application Indicators	Increasing in ERP Multiple Ownership Showing	Indicator Increasing in ERP Multiple Ownership Showing	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	incr_erp_ind	License Application Indicators	Increasing vertically polarized effective radiated power	Indicator Increasing vertically polarized effective radiated power	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	da_inst_compl_ind	License Application Indicators	Installation of Directional Antenna	Indicator Installation of Directional Antenna	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	inst_ht_dif_ok_ind	License Application Indicators	Installed Height of the Antenna Radiation	Replacement of Antenna: The installed height of the antenna radiation center is not increased by more than two meters nor decreased by more than four meters	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	lic_app_arn	License Application Indicators	License App Arn	License App Arn	FALSE	varchar(12)	FORM	n/a	n/a
application	lic_app_indicators	lic_app_service	License Application Indicators	License Application Service	License application Service	FALSE	varchar(2)		n/a	n/a
application	lic_app_indicators	lic_file_prefix	License Application Indicators	License File Prefix	License File Prefix	FALSE	varchar(10)	FORM	n/a	n/a
application	lic_app_indicators	conv_lptv_lic_arn	License Application Indicators	Licensed  LPTV CP Converting App Arn	ARN of the app of the licensed LPTV facility converting to Class A Facility	FALSE	varchar(12)	FORM	n/a	n/a
application	lic_app_indicators	conv_lptv_lic_prefix	License Application Indicators	Licensed  LPTV CP Converting Prefix	Prefix of the app of the licensed LPTV facility converting to Class A Facility	FALSE	varchar(10)	FORM	n/a	n/a
application	lic_app_indicators	conv_lptv_cp_arn	License Application Indicators	LPTV CP Converting App Arn	ARN of the app of the app of the LPTV CP converting to Class A Facility	FALSE	varchar(12)	FORM	n/a	n/a
application	lic_app_indicators	conv_lptv_cp_prefix	License Application Indicators	LPTV CP Converting Prefix	Prefix of the app of the licensed LPTV facility converting to Class A Facility	FALSE	varchar(10)	FORM	n/a	n/a
application	lic_app_indicators	no_change_to_classa_cp_ind	License Application Indicators	No Change Class A CP	Changed Circumstances: No cause or circumstance has arisen since the grant of the unerlying class A CP	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	no_change_lp_cp_ind	License Application Indicators	No Change LPTV CP	Changed Circumstances: No cuase or circumstance has arisen since the grant of the unerlying LPTV CP	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	orig_cp_app_arn	License Application Indicators	Original construction permit App Arn	Original construction permit App Arn	FALSE	varchar(12)	FORM	n/a	n/a
application	lic_app_indicators	orig_cp_file_prefix	License Application Indicators	Original construction permit File Prefix	Original construction permit File Prefix	FALSE	varchar(10)	FORM	n/a	n/a
application	lic_app_indicators	orig_cp_app_expiration_date	License Application Indicators	Permit expiration date	Permit expiration date	FALSE	datetime	FORM	n/a	n/a
application	lic_app_indicators	pta_type	License Application Indicators	Program Test Authority	Program Test Authority	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	auth_retrans_ind	License Application Indicators	Rebroadcast Certification	Indicator Rebroadcast Certification	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	repl_trans_line_ind	License Application Indicators	Replacement of Transmission line	Replacement of Transmission line	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	repl_da_ind	License Application Indicators	Replacing a directional antenna	Indicator Replacing a directional antenna	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	repl_da_compl_ind	License Application Indicators	Replacing a Measurement of Directional Antenna	Indicator Replacing a Measurement of Directional Antenna	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	lic_pta_ind	License Application Indicators	Requesting program test authority	Indicator Requesting program test authority	FALSE	varchar(1)	FORM	n/a	n/a
application	lic_app_indicators	rule_73_1590	License Application Indicators	Rule 73.1590	The equipment performance measurements have been taken in accordance with 47 C.F.R. Section 73.1590	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1620a1_ind	License Application Indicators	Rule 73.1620(a)(1)	Station operating pursuant to automatic PTA 73.1620(a)(1)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1660_ind	License Application Indicators	Rule 73.1660	The transmitter complies with section 73.1660	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675a_ind	License Application Indicators	Rule 73.1675(a)	Auxiliary facilities for this station comply with 47 C.F.R. Section 73.1675(a)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675a3_ind	License Application Indicators	Rule 73.1675(a)(3)	complies with 47 C.F.R. Section 73.1675(a)(3)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675a_ax_ind	License Application Indicators	Rule 73.1675(a)(ax)	Rule 73.1675(a)(ax)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675a_nc_ind	License Application Indicators	Rule 73.1675(a)(n)©	Rule 73.1675(a)(n)©	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675c_ind	License Application Indicators	Rule 73.1675c	this application being filed pursuant to 47 CFR § 73.1675(c)(1 ) to request authorization to use a formerly licensed main facility as an auxiliary antenna and/or change the ERP of the proposed auxiliary antenna?	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1675c_1_ind	License Application Indicators	Rule 73.1675c(1)	Filed pursuant to 47 C.F.R. Section 73.1675(c)(1)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1690c8i_ind	License Application Indicators	Rule 73.1680(c)(8)	Community coverage requirements of 47 C.F.R. Section 73.1680(c)(8) met indicator	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1690c_ind	License Application Indicators	Rule 73.1690c	Constructed Facility.  The facility was constructed as authorized in the underlying construction permit and complies with 47 CFR § 73.1690(c).	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1690c9_ind	License Application Indicators	Rule 73.1690c9	"Change the license status.  Is this application being filed pursuant to § 73.1690(c)(9) to change the license status from commercial to noncommercial or
from noncommercial to commercial?"	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_1692_ind	License Application Indicators	Rule 73.1692	the application being file pursuant to 73.1692 to demonstrate that construction near this facility or an installation of another antenna does not adversely affect the operations of this facility	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_207_ind	License Application Indicators	Rule 73.207	Facility complies with Rule 73.207	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_315ab_ind	License Application Indicators	Rule 73.315ab	Facility complies with Rule 73.315 for community coverage  (yes/no)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_3555_ind	License Application Indicators	Rule 73.3555	Compliance with 47 C.F.R. Section 73.3555 Indicator	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_525a1_ind	License Application Indicators	Rule 73.525a1	TV Channel 6 Protection Requirements 73.525(a)(1) met Indicator	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_6011_ind	License Application Indicators	Rule 73.6011	Facility complies with Rule 73.6011 (yes/no)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_6012_ind	License Application Indicators	Rule 73.6012	Interference: Facility complies with the LPTV station protection Rule	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_6013_ind	License Application Indicators	Rule 73.6013	Facility complies with Rule 73.6013 (yes/no)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_6020_ind	License Application Indicators	Rule 73.6020	Facility complies with Rule 73.6020(yes/no)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_68_ind	License Application Indicators	Rule 73.68	The facility does not use a sampling system or the sampling system complies with 73.68	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_685f_ind	License Application Indicators	Rule 73.685f	Compliance with 47 C.F.R. Section 73.685(f) Indicator	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_68d3_ind	License Application Indicators	Rule 73.68d3	Compliance with 47 C.F.R. Section 73.68(d)(3) Indicator	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	rule_73_850b_ind	License Application Indicators	Rule 73.850(b)	Minimum Operating Schedule: The applicant certifies that the combined schedule listed in 1. Complies with the 47 C.F.R.  73.850(b)	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	sales_type_flg	License Application Indicators	Sales Type Flag	Sales Type Flag	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	spec_op_conds_ind	License Application Indicators	Special Operating Conditions Indicators	"The facility was constructed in compliance with all special Operating conditions, terms, and obligations described in the CP."	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	sta_id_rules_ind	License Application Indicators	Station Identification Rule	Station Identification Rule for LPTV met	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	stat_ready_ind	License Application Indicators	Station Ready for regular Operations Indicators	Station ready for regular operations	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	trans_auth_erp_ind	License Application Indicators	Transmitter Authorized effective Radiated Power Indicators	The operating transmitter power output produces the authorized effective radiated power.	FALSE	varchar(1)		n/a	n/a
application	lic_app_indicators	type_appr_stereo_ind	License Application Indicators	Type Approve of the Stereo System Indicators	Facility does not use a stereo system or the stereo system for allotment in 1065-1705 is type approved	FALSE	varchar(1)		n/a	n/a
application	nce_factors	application_id	NCE Factors	Application ID Number	Uniquely identifies an application	FALSE	int	NEW	n/a	n/a
application	nce_factors	claimed_points	NCE Factors	Claimed Points	Points claimed by applicant	FALSE	int	FORM	n/a	n/a
application	nce_factors	divers_own_ind	NCE Factors	Diversity of ownership Indicator	Diversity of ownership	FALSE	ind	FORM	n/a	n/a
application	nce_factors	existing_auths	NCE Factors	Existing Authorizations	Existing authorizations: (number of attributable commercial and NCE licenses and CPs)	FALSE	int	FORM	n/a	n/a
application	nce_factors	existing_cps	NCE Factors	Existing Construction Permits	Pending applications: (number of attributable commercial and NCE licenses and CPs)	FALSE	int	FORM	n/a	n/a
application	nce_factors	existing_fillin_auths	NCE Factors	Existing Fill-in Authorizations	Existing authorizations for fill-in applications: (number of attributable commercial and NCE licenses and CPs)	FALSE	int	FORM	n/a	n/a
application	nce_factors	existing_fillin_cps	NCE Factors	Existing Fill-in Construction Permits	Pending applications  for fill-in applications: (number of attributable commercial and NCE licenses and CPs)	FALSE	int	FORM	n/a	n/a
application	nce_factors	fill_in_serv_ind	NCE Factors	Fill-in Service Indicator	Fill-in service indicator	FALSE	ind	FORM	n/a	n/a
application	nce_factors	first_aural_service_ind	NCE Factors	First Aural Service  Indicator	First aural (reception) service certification.	FALSE	char(1)	FORM	n/a	n/a
application	nce_factors	first_tribal_service_ind	NCE Factors	First Tribal Service Indicator	Tribal applicant certification.	FALSE	char(1)	FORM	n/a	n/a
application	nce_factors	gain_area	NCE Factors	Gain Area	New (increase) area served in square kilometers	FALSE	int	FORM	n/a	n/a
application	nce_factors	last_change_date	NCE Factors	Last Change Date	The date this record was last updated.	FALSE	datetime			
application	nce_factors	min_first_service_ind	NCE Factors	Minimum First Service Indicator	Applicant Certifies that the station will provide first NCE service to 10% and 2000 people	FALSE	ind	FORM	n/a	n/a
application	nce_factors	min_sec_service_ind	NCE Factors	Minimum Second Service Indicator	Applicant Certifies that the station will provide second NCE service to 10% and 2000 people	FALSE	ind	FORM	n/a	n/a
application	nce_factors	population_served	NCE Factors	Population Served	Population served based on the most recent census data	FALSE	int	FORM	n/a	n/a
application	nce_factors	rule_73_313_c_ind	NCE Factors	Rule 73.313c Indicator	Compliance with Rule 73.313c:Technical Parameters: All questions related to new area of coverage certification	FALSE	ind	FORM	n/a	n/a
application	nce_factors	rule_73_3555_ind	NCE Factors	Rule 73.3555 Indicator	Compliance with Rule 73.3555: Is the applicant's certification based on its exclusion of translator station(s)?	FALSE	ind	FORM	n/a	n/a
application	nce_factors	rule_73_7000_ind	NCE Factors	Rule 73.7000 Indicator	Compliance with Rule 73.7000: Established local applicant	FALSE	ind	FORM	n/a	n/a
application	nce_factors	rule_73_7003_b_c_ind	NCE Factors	"Rule 73.7003b,c  Indicator"	Compliance with Rule 73.7003b and c: State-wide network	FALSE	ind	FORM	n/a	n/a
application	nce_factors	supplement_date	NCE Factors	Supplement Date	The date on which the supplement was filed.	FALSE	datetime	NEW	n/a	n/a
application	nce_factors	technical_points	NCE Factors	Technical Points	Technical Points	FALSE	int	NEW	n/a	n/a	
application	nce_factors	total_points	NCE Factors	Total Points	Total Points	FALSE	int	NEW	n/a	n/a	
facility	ownership_capitalization	application_id	Ownership Capitalization	Application ID Number	Uniquely identifies an application	TRUE	int	FORM	n/a	n/a	Main Key for table…arbitrary unique number
facility	ownership_capitalization	authorized_shares	Ownership Capitalization	Authorized Shares	Number of Authorized Shares the owner holds in a station	FALSE	float	FORM	n/a	n/a	
facility	ownership_capitalization	class_of_stock	Ownership Capitalization	Class of Stock	Class of Stock	FALSE	varchar(60)	FORM	n/a	n/a	
facility	ownership_capitalization	class_of_stock_flg	Ownership Capitalization	Class of Stock Flag	"Class of stock (Preferred, Common or Othe)"	FALSE	char(1)	FORM	n/a	n/a	
facility	ownership_capitalization	class_of_stock_other	Ownership Capitalization	Class of Stock Other	Class of stock other information	FALSE	varchar(20)	FORM	n/a	n/a	
facillity	ownership_capitalization	last_update_date	Ownership Capitalization	Date last updated	The date this record was last updated.	FALSE	datetime	NEW			
facility	ownership_capitalization	issued_shares	Ownership Capitalization	Issued Shares	Number of Issued Shares the owner holds in a station.	FALSE	float	FORM	n/a	n/a	
facility	ownership_capitalization	order_number	Ownership Capitalization	Order Number	A sequence number that indicates the order that entries were made.	FALSE	smallint	FORM	n/a	n/a	
facility	ownership_capitalization	ownership_capitalization_id	Ownership Capitalization	Ownership Capitalization	A unique number assigned by the system	TRUE	int	FORM	n/a	n/a	
facility	ownership_capitalization	treasury_shares	Ownership Capitalization	Treasury Shares	Number of Treasury Shares the owner holds in a station	FALSE	float	FORM	n/a	n/a	
facility	ownership_capitalization	unissued_shares	Ownership Capitalization	Unissued Shares	Number of Unissued Shares the owner holds in a station	FALSE	float	FORM	n/a	n/a	
facility	ownership_capitalization	voting_flg	Ownership Capitalization	Voting Flag	Voting or Non-voting	FALSE	char(1)	FORM	n/a	n/a	
facility	ownership_capitalization	voting_ind	Ownership Capitalization	Voting Indicator	Indicates whether the owner's stock is Voting or Non-Voting	FALSE	char(1)	FORM	n/a	n/a	
